0 1:-0.981982 2:-0.966299 3:-0.998743 4:-0.934203 5:-0.999329 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.966299 3:-0.998514 4:-0.882383 5:-0.999329 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.965366 3:-0.998896 4:-0.895079 5:-0.999329 6:-0.796078 7:-0.952941 
0 1:-0.981982 2:-0.965366 3:-0.997528 4:-0.906584 5:-0.999329 6:-0.803922 7:-0.952941 
0 1:-0.981982 2:-0.965366 3:-0.997513 4:-0.874266 5:-0.999329 6:-0.803922 7:-0.952941 
0 1:-0.981982 2:-0.965366 3:-0.994903 4:-0.958984 5:-0.999329 6:-0.803922 7:-0.952941 
0 1:-0.981982 2:-0.964833 3:-0.999302 4:-0.929595 5:-0.999329 6:-0.803922 7:-0.952941 
0 1:-0.981982 2:-0.964833 3:-0.995391 4:-0.877409 5:-0.999329 6:-0.803922 7:-0.952941 
0 1:-0.981982 2:-0.964699 3:-0.998223 4:-0.999329 5:-0.869841 6:-0.811765 7:-0.952941 
0 1:-0.981982 2:-0.960966 3:-0.999059 4:-0.999329 5:-0.856626 6:-0.803922 7:-0.952941 
0 1:-0.981982 2:-0.956299 3:-0.994041 4:-0.999329 5:-0.856809 6:-0.803922 7:-0.952941 
0 1:-0.981982 2:-0.954966 3:-0.998631 4:-0.999329 5:-0.885191 6:-0.796078 7:-0.952941 
0 1:-0.981982 2:-0.946666 3:-0.999546 4:-0.999329 5:-0.905577 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.946666 3:-0.999543 4:-0.999329 5:-0.958862 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.946666 3:-0.999543 4:-0.999329 5:-0.938933 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.946666 3:-0.999543 4:-0.999329 5:-0.890745 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.946666 3:-0.999543 4:-0.999329 5:-0.861021 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.946666 3:-0.999542 4:-0.999329 5:-0.964782 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.946666 3:-0.999544 4:-0.999329 5:-0.923583 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.946666 3:-0.999544 4:-0.999329 5:-0.922271 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.946666 3:-0.999544 4:-0.999329 5:-0.912749 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.946666 3:-0.999534 4:-0.999329 5:-0.967437 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.946666 3:-0.999534 4:-0.999329 5:-0.90573 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.946666 3:-0.999534 4:-0.999329 5:-0.885954 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.946666 3:-0.999534 4:-0.999329 5:-0.866026 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.946666 3:-0.999532 4:-0.999329 5:-0.863859 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.946666 3:-0.99953 4:-0.999329 5:-0.85214 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.946666 3:-0.999529 4:-0.999329 5:-0.853971 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.944299 3:-0.998412 4:-0.999329 5:-0.868742 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.944299 3:-0.998408 4:-0.999329 5:-0.896239 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.944299 3:-0.998444 4:-0.999329 5:-0.942168 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.944299 3:-0.998283 4:-0.999329 5:-0.855711 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.944299 3:-0.998277 4:-0.999329 5:-0.890959 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.944299 3:-0.998278 4:-0.999329 5:-0.943297 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.943532 3:-0.999558 4:-0.999329 5:-0.967529 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.943532 3:-0.999558 4:-0.999329 5:-0.959991 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.943532 3:-0.999558 4:-0.999329 5:-0.955718 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.943532 3:-0.999557 4:-0.999329 5:-0.859892 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.943532 3:-0.999554 4:-0.999329 5:-0.919615 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.943532 3:-0.999554 4:-0.999329 5:-0.852537 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.943532 3:-0.999553 4:-0.999329 5:-0.932647 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.943532 3:-0.999553 4:-0.999329 5:-0.91046 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.943532 3:-0.999552 4:-0.999329 5:-0.873136 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.943532 3:-0.999551 4:-0.999329 5:-0.957519 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.943532 3:-0.999556 4:-0.999329 5:-0.922698 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.943532 3:-0.999556 4:-0.999329 5:-0.912474 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.943532 3:-0.999556 4:-0.999329 5:-0.910063 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.943532 3:-0.999556 4:-0.999329 5:-0.90692 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.943066 3:-0.999112 4:-0.999329 5:-0.911925 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.943066 3:-0.999112 4:-0.999329 5:-0.896849 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.943066 3:-0.999099 4:-0.999329 5:-0.957214 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.943066 3:-0.998899 4:-0.999329 5:-0.927581 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.943066 3:-0.998668 4:-0.999329 5:-0.901915 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.943066 3:-0.99864 4:-0.999329 5:-0.946777 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.943066 3:-0.998628 4:-0.999329 5:-0.933501 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.943066 3:-0.998509 4:-0.999329 5:-0.85803 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.943066 3:-0.998474 4:-0.999329 5:-0.90396 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.943066 3:-0.998462 4:-0.999329 5:-0.856718 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.943066 3:-0.998443 4:-0.999329 5:-0.946502 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.943066 3:-0.998442 4:-0.999329 5:-0.916594 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.943066 3:-0.998442 4:-0.999329 5:-0.895384 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.943066 3:-0.998442 4:-0.999329 5:-0.85034 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.943066 3:-0.998444 4:-0.999329 5:-0.929839 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941766 3:-0.999441 4:-0.999329 5:-0.936522 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941766 3:-0.99944 4:-0.999329 5:-0.873442 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941766 3:-0.999438 4:-0.999329 5:-0.848722 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941766 3:-0.999434 4:-0.999329 5:-0.86041 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941766 3:-0.999431 4:-0.999329 5:-0.86453 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941766 3:-0.999433 4:-0.999329 5:-0.936034 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941766 3:-0.999433 4:-0.999329 5:-0.921019 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941766 3:-0.999433 4:-0.999329 5:-0.904295 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941766 3:-0.999321 4:-0.999329 5:-0.881437 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941766 3:-0.999321 4:-0.999329 5:-0.864195 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941766 3:-0.999322 4:-0.999329 5:-0.894072 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941266 3:-0.998366 4:-0.999329 5:-0.940276 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941266 3:-0.998367 4:-0.999329 5:-0.922271 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941266 3:-0.998232 4:-0.999329 5:-0.874876 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941232 3:-0.999452 4:-0.999329 5:-0.8822 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941232 3:-0.99945 4:-0.999329 5:-0.936156 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941232 3:-0.999448 4:-0.999329 5:-0.862425 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941232 3:-0.999447 4:-0.999329 5:-0.881376 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941232 3:-0.999443 4:-0.999329 5:-0.911894 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941232 3:-0.999442 4:-0.999329 5:-0.950317 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941232 3:-0.999442 4:-0.999329 5:-0.946136 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941232 3:-0.999442 4:-0.999329 5:-0.935607 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941232 3:-0.999442 4:-0.999329 5:-0.909056 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941232 3:-0.999442 4:-0.999329 5:-0.875914 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941232 3:-0.999442 4:-0.999329 5:-0.848173 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941232 3:-0.999441 4:-0.999329 5:-0.967407 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941232 3:-0.999441 4:-0.999329 5:-0.965911 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941232 3:-0.999441 4:-0.999329 5:-0.935607 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941232 3:-0.999441 4:-0.999329 5:-0.920317 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941232 3:-0.999441 4:-0.999329 5:-0.905364 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941232 3:-0.999441 4:-0.999329 5:-0.872679 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941232 3:-0.99944 4:-0.999329 5:-0.96875 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941232 3:-0.99944 4:-0.999329 5:-0.967071 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941232 3:-0.99944 4:-0.999329 5:-0.965728 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941232 3:-0.99944 4:-0.999329 5:-0.963439 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941232 3:-0.99944 4:-0.999329 5:-0.959533 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941232 3:-0.99944 4:-0.999329 5:-0.951141 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941232 3:-0.99944 4:-0.999329 5:-0.940337 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941232 3:-0.99944 4:-0.999329 5:-0.909422 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941232 3:-0.99944 4:-0.999329 5:-0.909026 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941232 3:-0.99944 4:-0.999329 5:-0.86154 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941232 3:-0.99944 4:-0.999329 5:-0.855253 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941232 3:-0.99944 4:-0.999329 5:-0.852659 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941232 3:-0.999439 4:-0.999329 5:-0.945769 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941232 3:-0.999439 4:-0.999329 5:-0.923461 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941232 3:-0.999439 4:-0.999329 5:-0.901305 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941232 3:-0.999439 4:-0.999329 5:-0.88687 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941232 3:-0.999439 4:-0.999329 5:-0.877134 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941232 3:-0.999439 4:-0.999329 5:-0.871061 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941232 3:-0.999439 4:-0.999329 5:-0.869718 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941232 3:-0.999438 4:-0.999329 5:-0.950683 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941232 3:-0.999438 4:-0.999329 5:-0.905821 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941232 3:-0.999438 4:-0.999329 5:-0.893797 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941232 3:-0.999438 4:-0.999329 5:-0.881529 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941232 3:-0.999437 4:-0.999329 5:-0.891997 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941232 3:-0.999436 4:-0.999329 5:-0.963806 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941232 3:-0.999436 4:-0.999329 5:-0.951476 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941232 3:-0.99943 4:-0.999329 5:-0.962188 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941232 3:-0.999428 4:-0.999329 5:-0.965698 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941232 3:-0.999428 4:-0.999329 5:-0.91107 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941232 3:-0.999444 4:-0.999329 5:-0.91458 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941232 3:-0.999346 4:-0.999329 5:-0.926787 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941232 3:-0.999334 4:-0.999329 5:-0.926238 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.941232 3:-0.999217 4:-0.999329 5:-0.862943 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.940666 3:-0.998321 4:-0.999329 5:-0.91397 6:-0.764706 7:-0.952941 
0 1:-0.981982 2:-0.940666 3:-0.998314 4:-0.999329 5:-0.947204 6:-0.764706 7:-0.952941 
0 1:-0.981982 2:-0.940666 3:-0.99831 4:-0.999329 5:-0.964263 6:-0.764706 7:-0.952941 
0 1:-0.981982 2:-0.940666 3:-0.998302 4:-0.999329 5:-0.940002 6:-0.764706 7:-0.952941 
0 1:-0.981982 2:-0.940666 3:-0.99821 4:-0.999329 5:-0.958953 6:-0.764706 7:-0.952941 
0 1:-0.981982 2:-0.940266 3:-0.997906 4:-0.999329 5:-0.899077 6:-0.788235 7:-0.952941 
0 1:-0.981982 2:-0.940266 3:-0.997903 4:-0.999329 5:-0.956725 6:-0.788235 7:-0.952941 
