-0.981982	-0.966299	-0.998743	-0.934203	-0.999329	-0.788235	-0.952941
-0.981982	-0.966299	-0.998514	-0.882383	-0.999329	-0.788235	-0.952941
-0.981982	-0.965366	-0.994903	-0.958984	-0.999329	-0.803922	-0.952941
-0.981982	-0.946666	-0.999543	-0.999329	-0.958862	-0.788235	-0.952941
-0.981982	-0.946666	-0.999544	-0.999329	-0.922271	-0.788235	-0.952941
-0.981982	-0.946666	-0.999534	-0.999329	-0.90573	-0.788235	-0.952941
-0.981982	-0.946666	-0.999529	-0.999329	-0.853971	-0.788235	-0.952941
-0.981982	-0.944299	-0.998277	-0.999329	-0.890959	-0.788235	-0.952941
-0.981982	-0.943532	-0.999558	-0.999329	-0.959991	-0.788235	-0.952941
-0.981982	-0.943532	-0.999557	-0.999329	-0.859892	-0.788235	-0.952941
-0.981982	-0.943532	-0.999553	-0.999329	-0.91046	-0.788235	-0.952941
-0.981982	-0.943532	-0.999556	-0.999329	-0.912474	-0.788235	-0.952941
-0.981982	-0.943532	-0.999556	-0.999329	-0.910063	-0.788235	-0.952941
-0.981982	-0.943532	-0.999556	-0.999329	-0.90692	-0.788235	-0.952941
-0.981982	-0.943066	-0.998668	-0.999329	-0.901915	-0.788235	-0.952941
-0.981982	-0.943066	-0.99864	-0.999329	-0.946777	-0.788235	-0.952941
-0.981982	-0.943066	-0.998443	-0.999329	-0.946502	-0.788235	-0.952941
-0.981982	-0.943066	-0.998444	-0.999329	-0.929839	-0.788235	-0.952941
-0.981982	-0.941766	-0.999438	-0.999329	-0.848722	-0.788235	-0.952941
-0.981982	-0.941766	-0.999321	-0.999329	-0.881437	-0.788235	-0.952941
-0.981982	-0.941266	-0.998366	-0.999329	-0.940276	-0.788235	-0.952941
-0.981982	-0.941232	-0.99945	-0.999329	-0.936156	-0.788235	-0.952941
-0.981982	-0.941232	-0.999442	-0.999329	-0.848173	-0.788235	-0.952941
-0.981982	-0.941232	-0.99944	-0.999329	-0.96875	-0.788235	-0.952941
