-0.895079	-0.999329	-0.796078	-0.952941
-0.906584	-0.999329	-0.803922	-0.952941
-0.874266	-0.999329	-0.803922	-0.952941
-0.929595	-0.999329	-0.803922	-0.952941
-0.877409	-0.999329	-0.803922	-0.952941
-0.999329	-0.869841	-0.811765	-0.952941
-0.999329	-0.856626	-0.803922	-0.952941
-0.999329	-0.856809	-0.803922	-0.952941
-0.999329	-0.885191	-0.796078	-0.952941
-0.999329	-0.905577	-0.788235	-0.952941
-0.999329	-0.938933	-0.788235	-0.952941
-0.999329	-0.890745	-0.788235	-0.952941
-0.999329	-0.861021	-0.788235	-0.952941
-0.999329	-0.964782	-0.788235	-0.952941
-0.999329	-0.923583	-0.788235	-0.952941
-0.999329	-0.912749	-0.788235	-0.952941
-0.999329	-0.967437	-0.788235	-0.952941
-0.999329	-0.885954	-0.788235	-0.952941
-0.999329	-0.866026	-0.788235	-0.952941
-0.999329	-0.863859	-0.788235	-0.952941
-0.999329	-0.85214	-0.788235	-0.952941
-0.999329	-0.868742	-0.788235	-0.952941
-0.999329	-0.896239	-0.788235	-0.952941
-0.999329	-0.942168	-0.788235	-0.952941
-0.999329	-0.855711	-0.788235	-0.952941
-0.999329	-0.943297	-0.788235	-0.952941
-0.999329	-0.967529	-0.788235	-0.952941
-0.999329	-0.955718	-0.788235	-0.952941
-0.999329	-0.919615	-0.788235	-0.952941
-0.999329	-0.852537	-0.788235	-0.952941
-0.999329	-0.932647	-0.788235	-0.952941
-0.999329	-0.873136	-0.788235	-0.952941
-0.999329	-0.957519	-0.788235	-0.952941
-0.999329	-0.922698	-0.788235	-0.952941
-0.999329	-0.911925	-0.788235	-0.952941
-0.999329	-0.896849	-0.788235	-0.952941
-0.999329	-0.957214	-0.788235	-0.952941
-0.999329	-0.927581	-0.788235	-0.952941
-0.999329	-0.933501	-0.788235	-0.952941
-0.999329	-0.85803	-0.788235	-0.952941
-0.999329	-0.90396	-0.788235	-0.952941
-0.999329	-0.856718	-0.788235	-0.952941
-0.999329	-0.916594	-0.788235	-0.952941
-0.999329	-0.895384	-0.788235	-0.952941
-0.999329	-0.85034	-0.788235	-0.952941
-0.999329	-0.936522	-0.788235	-0.952941
-0.999329	-0.873442	-0.788235	-0.952941
-0.999329	-0.86041	-0.788235	-0.952941
-0.999329	-0.86453	-0.788235	-0.952941
-0.999329	-0.936034	-0.788235	-0.952941
-0.999329	-0.921019	-0.788235	-0.952941
-0.999329	-0.904295	-0.788235	-0.952941
-0.999329	-0.864195	-0.788235	-0.952941
-0.999329	-0.894072	-0.788235	-0.952941
-0.999329	-0.922271	-0.788235	-0.952941
-0.999329	-0.874876	-0.788235	-0.952941
-0.999329	-0.8822	-0.788235	-0.952941
-0.999329	-0.862425	-0.788235	-0.952941
-0.999329	-0.881376	-0.788235	-0.952941
-0.999329	-0.911894	-0.788235	-0.952941
-0.999329	-0.950317	-0.788235	-0.952941
-0.999329	-0.946136	-0.788235	-0.952941
-0.999329	-0.935607	-0.788235	-0.952941
-0.999329	-0.909056	-0.788235	-0.952941
-0.999329	-0.875914	-0.788235	-0.952941
-0.999329	-0.967407	-0.788235	-0.952941
-0.999329	-0.965911	-0.788235	-0.952941
-0.999329	-0.935607	-0.788235	-0.952941
-0.999329	-0.920317	-0.788235	-0.952941
-0.999329	-0.905364	-0.788235	-0.952941
-0.999329	-0.872679	-0.788235	-0.952941
-0.999329	-0.965728	-0.788235	-0.952941
-0.999329	-0.963439	-0.788235	-0.952941
-0.999329	-0.959533	-0.788235	-0.952941
-0.999329	-0.951141	-0.788235	-0.952941
-0.999329	-0.940337	-0.788235	-0.952941
-0.999329	-0.855253	-0.788235	-0.952941
-0.999329	-0.852659	-0.788235	-0.952941
-0.999329	-0.945769	-0.788235	-0.952941
-0.999329	-0.923461	-0.788235	-0.952941
-0.999329	-0.901305	-0.788235	-0.952941
-0.999329	-0.877134	-0.788235	-0.952941
-0.999329	-0.869718	-0.788235	-0.952941
-0.999329	-0.950683	-0.788235	-0.952941
-0.999329	-0.905821	-0.788235	-0.952941
-0.999329	-0.893797	-0.788235	-0.952941
-0.999329	-0.881529	-0.788235	-0.952941
-0.999329	-0.891997	-0.788235	-0.952941
-0.999329	-0.963806	-0.788235	-0.952941
-0.999329	-0.951476	-0.788235	-0.952941
-0.999329	-0.965698	-0.788235	-0.952941
-0.999329	-0.91107	-0.788235	-0.952941
-0.999329	-0.862943	-0.788235	-0.952941
-0.999329	-0.91397	-0.764706	-0.952941
-0.999329	-0.964263	-0.764706	-0.952941
-0.999329	-0.899077	-0.788235	-0.952941
-0.999329	-0.956725	-0.788235	-0.952941
-0.999329	-0.86389	-0.788235	-0.952941
-0.999329	-0.964752	-0.788235	-0.952941
-0.999329	-0.866575	-0.788235	-0.952941
-0.999329	-0.88333	-0.788235	-0.952941
-0.999329	-0.922362	-0.788235	-0.952941
-0.999329	-0.968627	-0.788235	-0.952941
-0.999329	-0.957763	-0.788235	-0.952941
-0.999329	-0.871427	-0.788235	-0.952941
-0.999329	-0.865629	-0.788235	-0.952941
-0.999329	-0.903868	-0.788235	-0.952941
-0.999329	-0.892241	-0.788235	-0.952941
-0.999329	-0.870695	-0.788235	-0.952941
-0.999329	-0.937713	-0.788235	-0.952941
-0.999329	-0.958587	-0.788235	-0.952941
-0.999329	-0.882902	-0.788235	-0.952941
-0.999329	-0.85211	-0.788235	-0.952941
-0.999329	-0.925444	-0.788235	-0.952941
-0.999329	-0.89691	-0.788235	-0.952941
-0.999329	-0.934417	-0.788235	-0.952941
-0.999329	-0.945769	-0.788235	-0.952941
-0.999329	-0.87277	-0.788235	-0.952941
-0.999329	-0.948821	-0.788235	-0.952941
-0.999329	-0.961334	-0.788235	-0.952941
-0.999329	-0.953063	-0.788235	-0.952941
-0.999329	-0.865324	-0.788235	-0.952941
-0.999329	-0.861997	-0.788235	-0.952941
-0.999329	-0.850095	-0.788235	-0.952941
-0.999329	-0.864744	-0.788235	-0.952941
-0.999329	-0.888853	-0.788235	-0.952941
-0.999329	-0.873075	-0.788235	-0.952941
-0.999329	-0.892424	-0.788235	-0.952941
-0.999329	-0.942748	-0.788235	-0.952941
-0.999329	-0.855314	-0.788235	-0.952941
-0.999329	-0.939025	-0.788235	-0.952941
-0.999329	-0.96875	-0.788235	-0.952941
-0.999329	-0.947631	-0.788235	-0.952941
-0.999329	-0.957153	-0.788235	-0.952941
-0.999329	-0.957122	-0.788235	-0.952941
-0.999329	-0.914458	-0.788235	-0.952941
-0.999329	-0.876707	-0.788235	-0.952941
-0.999329	-0.847593	-0.788235	-0.952941
-0.999329	-0.905577	-0.788235	-0.952941
-0.999329	-0.882658	-0.788235	-0.952941
-0.999329	-0.945861	-0.788235	-0.952941
-0.999329	-0.874022	-0.788235	-0.952941
-0.999329	-0.90869	-0.788235	-0.952941
-0.999329	-0.968536	-0.788235	-0.952941
-0.999329	-0.892241	-0.788235	-0.952941
-0.999329	-0.956359	-0.788235	-0.952941
-0.999329	-0.963073	-0.788235	-0.952941
-0.999329	-0.963409	-0.788235	-0.952941
-0.999329	-0.968322	-0.788235	-0.952941
-0.999329	-0.943236	-0.788235	-0.952941
-0.999329	-0.899474	-0.788235	-0.952941
-0.999329	-0.877104	-0.788235	-0.952941
-0.999329	-0.935332	-0.788235	-0.952941
-0.999329	-0.939422	-0.788235	-0.952941
-0.999329	-0.897551	-0.788235	-0.952941
-0.999329	-0.927764	-0.788235	-0.952941
-0.999329	-0.930083	-0.788235	-0.952941
-0.999329	-0.966888	-0.788235	-0.952941
-0.999329	-0.931151	-0.764706	-0.952941
-0.999329	-0.909545	-0.764706	-0.952941
-0.999329	-0.903502	-0.764706	-0.952941
-0.999329	-0.899138	-0.764706	-0.952941
-0.999329	-0.890867	-0.764706	-0.952941
-0.999329	-0.905119	-0.764706	-0.952941
-0.999329	-0.927489	-0.788235	-0.952941
-0.999329	-0.967895	-0.788235	-0.952941
-0.999329	-0.920562	-0.788235	-0.952941
-0.999329	-0.947387	-0.788235	-0.952941
-0.999329	-0.959747	-0.788235	-0.952941
-0.999329	-0.943267	-0.788235	-0.952941
-0.999329	-0.942504	-0.788235	-0.952941
-0.999329	-0.918334	-0.788235	-0.952941
-0.999329	-0.910796	-0.788235	-0.952941
-0.999329	-0.887083	-0.788235	-0.952941
-0.999329	-0.8822	-0.788235	-0.952941
-0.999329	-0.857298	-0.788235	-0.952941
-0.999329	-0.921965	-0.788235	-0.952941
-0.999329	-0.946471	-0.788235	-0.952941
-0.999329	-0.953948	-0.788235	-0.952941
-0.999329	-0.903502	-0.788235	-0.952941
-0.999329	-0.855985	-0.788235	-0.952941
-0.999329	-0.953735	-0.788235	-0.952941
-0.999329	-0.949767	-0.788235	-0.952941
-0.999329	-0.866606	-0.788235	-0.952941
-0.999329	-0.925658	-0.788235	-0.952941
-0.999329	-0.887907	-0.788235	-0.952941
-0.999329	-0.886351	-0.788235	-0.952941
-0.999329	-0.872038	-0.788235	-0.952941
-0.999329	-0.955352	-0.788235	-0.952941
-0.999329	-0.910399	-0.788235	-0.952941
-0.999329	-0.924498	-0.788235	-0.952941
-0.999329	-0.893919	-0.788235	-0.952941
-0.999329	-0.891844	-0.788235	-0.952941
-0.999329	-0.850126	-0.788235	-0.952941
-0.999329	-0.859037	-0.788235	-0.952941
-0.999329	-0.916136	-0.788235	-0.952941
-0.999329	-0.904082	-0.788235	-0.952941
-0.999329	-0.86041	-0.788235	-0.952941
-0.999329	-0.921569	-0.788235	-0.952941
-0.999329	-0.861173	-0.788235	-0.952941
-0.999329	-0.941833	-0.788235	-0.952941
-0.999329	-0.953979	-0.788235	-0.952941
-0.999329	-0.85568	-0.788235	-0.952941
-0.999329	-0.857542	-0.788235	-0.952941
-0.999329	-0.857298	-0.788235	-0.952941
-0.999329	-0.946929	-0.788235	-0.952941
-0.999329	-0.934783	-0.788235	-0.952941
-0.999329	-0.966766	-0.788235	-0.952941
-0.999329	-0.89218	-0.788235	-0.952941
-0.999329	-0.962921	-0.788235	-0.952941
-0.999329	-0.922301	-0.788235	-0.952941
-0.999329	-0.880797	-0.788235	-0.952941
-0.999329	-0.872343	-0.788235	-0.952941
-0.999329	-0.870451	-0.788235	-0.952941
-0.999329	-0.90634	-0.788235	-0.952941
-0.999329	-0.88867	-0.788235	-0.952941
-0.999329	-0.930907	-0.788235	-0.952941
-0.999329	-0.927916	-0.788235	-0.952941
-0.999329	-0.872465	-0.788235	-0.952941
-0.999329	-0.955627	-0.788235	-0.952941
-0.999329	-0.919829	-0.788235	-0.952941
-0.999329	-0.906279	-0.788235	-0.952941
-0.999329	-0.885191	-0.788235	-0.952941
-0.999329	-0.878904	-0.788235	-0.952941
-0.999329	-0.867948	-0.788235	-0.952941
-0.999329	-0.964935	-0.788235	-0.952941
-0.999329	-0.941741	-0.788235	-0.952941
-0.999329	-0.938109	-0.788235	-0.952941
-0.999329	-0.931334	-0.788235	-0.952941
-0.999329	-0.914305	-0.788235	-0.952941
-0.999329	-0.899168	-0.788235	-0.952941
-0.999329	-0.883085	-0.788235	-0.952941
-0.999329	-0.862974	-0.788235	-0.952941
-0.999329	-0.862608	-0.788235	-0.952941
-0.999329	-0.931945	-0.788235	-0.952941
-0.999329	-0.908202	-0.788235	-0.952941
-0.999329	-0.897765	-0.788235	-0.952941
-0.999329	-0.881651	-0.788235	-0.952941
-0.999329	-0.854276	-0.788235	-0.952941
-0.999329	-0.940917	-0.788235	-0.952941
-0.999329	-0.89456	-0.788235	-0.952941
-0.999329	-0.885039	-0.788235	-0.952941
-0.999329	-0.86392	-0.788235	-0.952941
-0.999329	-0.858976	-0.788235	-0.952941
-0.999329	-0.918395	-0.788235	-0.952941
-0.999329	-0.879667	-0.788235	-0.952941
-0.999329	-0.946929	-0.788235	-0.952941
-0.999329	-0.861387	-0.788235	-0.952941
-0.999329	-0.922637	-0.788235	-0.952941
-0.999329	-0.894621	-0.788235	-0.952941
-0.999329	-0.878935	-0.788235	-0.952941
-0.999329	-0.962737	-0.788235	-0.952941
-0.999329	-0.967773	-0.788235	-0.952941
-0.999329	-0.873777	-0.788235	-0.952941
-0.999329	-0.907256	-0.788235	-0.952941
-0.999329	-0.901061	-0.788235	-0.952941
-0.999329	-0.875608	-0.788235	-0.952941
-0.999329	-0.86041	-0.788235	-0.952941
-0.999329	-0.927916	-0.788235	-0.952941
-0.999329	-0.849638	-0.788235	-0.952941
-0.999329	-0.860227	-0.788235	-0.952941
-0.999329	-0.885985	-0.788235	-0.952941
-0.999329	-0.962127	-0.788235	-0.952941
-0.999329	-0.89514	-0.788235	-0.952941
-0.999329	-0.933318	-0.788235	-0.952941
-0.999329	-0.923644	-0.788235	-0.952941
