-1	-0.995833	-0.999851	-0.998383	0.800381	-1	-0.866667
-1	-0.997867	-0.999851	0.800381	-0.998383	-1	-0.866667
-1	-0.996567	-0.999998	-0.998383	0.425345	-1	-0.866667
-1	-0.998067	-0.999998	0.425345	-0.998383	-1	-0.866667
-1	-0.9966	-0.999839	-0.998383	0.422141	-1	-0.866667
-1	-0.997667	-0.999839	0.422141	-0.998383	-1	-0.866667
-1	-0.997367	-0.999887	-0.998383	0.679591	-1	-0.866667
-1	-0.9979	-0.999887	0.679591	-0.998383	-1	-0.866667
-1	-0.994933	-0.999863	-0.998383	0.264302	-1	-0.866667
-1	-0.9976	-0.999863	0.264302	-0.998383	-1	-0.866667
-1	-0.997567	-0.999962	-0.998383	0.824582	-1	-0.866667
-1	-0.9981	-0.999962	0.824582	-0.998383	-1	-0.866667
-1	-0.9923	-0.999973	-0.998383	0.219806	-1	-0.866667
-1	-0.998167	-0.999973	0.219806	-0.998383	-1	-0.866667
-1	-0.9964	-0.99997	-0.998383	0.613489	-1	-0.866667
-1	-0.998167	-0.99997	0.613489	-0.998383	-1	-0.866667
-1	-0.9964	-0.999833	-0.998383	0.788113	-1	-0.866667
-1	-0.998167	-0.999833	0.788113	-0.998383	-1	-0.866667
-1	-0.997567	-1	-0.998383	0.375845	-1	-0.866667
-1	-0.9981	-1	0.375845	-0.998383	-1	-0.866667
-1	-0.996433	-0.99997	-0.998383	0.43328	-1	-0.866667
-1	-0.9981	-0.99997	0.43328	-0.998383	-1	-0.866667
-1	-0.996433	-0.999896	-0.998383	0.0422827	-1	-0.866667
-1	-0.9981	-0.999896	0.0422827	-0.998383	-1	-0.866667
-1	-0.9923	-0.999997	-0.998383	0.545006	-1	-0.866667
-1	-0.998167	-0.999997	0.545006	-0.998383	-1	-0.866667
-1	-0.9968	-0.99962	-0.998383	0.438254	-1	-0.866667
-1	-0.9976	-0.99962	0.438254	-0.998383	-1	-0.866667
-1	-0.9976	-0.999787	-0.998383	0.714839	-1	-0.866667
-1	-0.998133	-0.999787	0.714839	-0.998383	-1	-0.866667
-1	-0.9923	-0.999976	-0.998383	0.137804	-1	-0.866667
-1	-0.998167	-0.999976	0.137804	-0.998383	-1	-0.866667
-1	-0.997567	-0.999977	-0.998383	0.559197	-1	-0.866667
-1	-0.9981	-0.999977	0.559197	-0.998383	-1	-0.866667
-1	-0.997267	-0.999919	-0.998383	0.750393	-1	-0.866667
-1	-0.998067	-0.999919	0.750393	-0.998383	-1	-0.866667
-1	-0.993533	-0.999922	-0.998383	0.213519	-1	-0.866667
-1	-0.998067	-0.999922	0.213519	-0.998383	-1	-0.866667
-1	-0.992433	-0.99997	-0.998383	0.0597086	-1	-0.866667
-1	-0.9983	-0.99997	0.0597086	-0.998383	-1	-0.866667
-1	-0.985333	-0.999929	-0.998383	0.787015	-1	-0.866667
-1	-0.9983	-0.999929	0.787015	-0.998383	-1	-0.866667
-1	-0.992433	-0.999977	-0.998383	0.320943	-1	-0.866667
-1	-0.9983	-0.999977	0.320943	-0.998383	-1	-0.866667
-1	-0.985333	-0.999977	-0.998383	0.838041	-1	-0.866667
-1	-0.9983	-0.999977	0.838041	-0.998383	-1	-0.866667
-1	-0.993533	-0.999977	-0.998383	0.82797	-1	-0.866667
-1	-0.998067	-0.999977	0.82797	-0.998383	-1	-0.866667
-1	-0.985333	-0.999957	-0.998383	0.493706	-1	-0.866667
-1	-0.9983	-0.999957	0.493706	-0.998383	-1	-0.866667
-1	-0.996233	-0.999902	-0.998383	0.814084	-1	-0.866667
-1	-0.9983	-0.999902	0.814084	-0.998383	-1	-0.866667
-1	-0.997267	-0.999829	-0.998383	0.55697	-1	-0.866667
-1	-0.9978	-0.999829	0.55697	-0.998383	-1	-0.866667
-1	-0.9949	-0.999776	-0.998383	0.464073	-1	-0.866667
-1	-0.997567	-0.999776	0.464073	-0.998383	-1	-0.866667
-0.985986	-0.987533	-0.99675	0.298085	-0.999359	-0.788235	-0.952941
-0.981982	-0.9825	-0.99675	-0.999359	0.298085	-0.788235	-0.952941
-1	-0.995633	-0.998476	-0.998383	0.662623	-1	-0.866667
-1	-0.997667	-0.998476	0.662623	-0.998383	-1	-0.866667
-1	-0.9948	-0.999297	-0.998383	0.650721	-1	-0.866667
-1	-0.9973	-0.999297	0.650721	-0.998383	-1	-0.866667
-1	-0.997267	-0.999998	-0.998383	0.324788	-1	-0.866667
-1	-0.9978	-0.999998	0.324788	-0.998383	-1	-0.866667
-0.961962	-0.969599	-0.876069	0.0865644	-0.999359	-0.788235	-0.952941
-0.961962	-0.964766	-0.876069	-0.999359	0.0865644	-0.788235	-0.952941
-1	-0.997267	-0.999587	-0.998383	0.329091	-1	-0.866667
-1	-0.9978	-0.999587	0.329091	-0.998383	-1	-0.866667
-1	-0.997567	-0.999998	-0.998383	0.33611	-1	-0.866667
-1	-0.997567	-0.999998	0.33611	-0.998383	-1	-0.866667
-0.993994	-0.994033	-0.999994	0.752712	-0.656977	-0.85098	-0.952941
-0.993994	-0.969133	-0.999994	-0.656977	0.752712	-0.788235	-0.952941
-0.993994	-0.994033	-0.999992	0.249897	-0.656672	-0.85098	-0.952941
-0.993994	-0.956266	-0.999992	-0.656672	0.249897	-0.788235	-0.952941
-0.993994	-0.994033	-0.999994	0.835996	-0.656703	-0.85098	-0.952941
-0.993994	-0.945766	-0.999994	-0.656703	0.835996	-0.788235	-0.952941
-0.993994	-0.994033	-0.999471	0.40029	-0.657496	-0.85098	-0.952941
-0.993994	-0.9899	-0.999471	-0.657496	0.40029	-0.788235	-0.952941
-0.921922	-0.938166	-0.968712	0.0865949	-0.999359	-0.788235	-0.952941
-0.891892	-0.883865	-0.968712	-0.999359	0.0865949	-0.788235	-0.952941
-1	-0.997267	-0.997562	-0.998383	0.798276	-1	-0.866667
-1	-0.9978	-0.997562	0.798276	-0.998383	-1	-0.866667
-1	-0.9949	-0.99961	-0.998383	0.0770733	-1	-0.866667
-1	-0.997567	-0.99961	0.0770733	-0.998383	-1	-0.866667
-0.993994	-0.994033	-0.999996	0.0788128	-0.657496	-0.85098	-0.952941
